system   D            wsystem.c:583  maybe_parent_dir                 [   0.00112] Also searching C:\Users\Pablo\Documents\Visual Studio 2010\Projects\Jumper\
display  D   display_settings.c:191  debug_display_settings           [   0.08543] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08547] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08550] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08553] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08556] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08560] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08563] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08567] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08570] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08574] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08577] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08581] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08584] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08588] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08591] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08595] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08598] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08602] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08605] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08609] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08612] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08616] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08619] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08623] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08626] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08630] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08633] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08637] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08640] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08644] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08647] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08651] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08654] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08658] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08661] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08665] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08668] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08672] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08675] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08679] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08682] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08686] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08689] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08693] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08696] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08700] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08703] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08707] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08710] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08714] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08717] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08721] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08724] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08728] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08731] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08735] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08738] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08742] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08745] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.08749] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08752] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08756] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08759] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08763] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08766] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08770] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08773] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08777] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08780] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08784] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08787] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08791] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.08794] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.08798] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1640 d3d_create_display_internals     [   0.08810] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.08935] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.08946] Normal window.
d3d      I         d3d_disp.cpp:800  d3d_create_device                [   0.13776] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:865  d3d_create_device                [   0.18900] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:873  d3d_create_device                [   0.18910] Success
d3d      D         d3d_disp.cpp:1663 d3d_create_display_internals     [   0.18917] Resumed after wait.
d3d      I         d3d_disp.cpp:1696 d3d_create_display_internals     [   0.19002] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.19012] Returning d3d_display: 006A4F08
d3d      D         d3d_disp.cpp:1744 d3d_create_display_locked        [   0.19019] al_display=006A4F08
d3d      D         d3d_disp.cpp:1745 d3d_create_display_locked        [   0.19022] al_display->vt=006A4E40
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19865] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19873] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19876] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19879] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19882] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19885] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19888] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19890] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.19893] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.19897] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.19900] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.19903] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.19906] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19986] added dtor for object 01F0D250, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.20088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.20096] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20633] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20639] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20642] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20647] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20650] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20653] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20656] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20658] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20661] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20664] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20667] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.20670] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20756] added dtor for object 01F0E948, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.20891] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.20899] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21403] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21409] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21412] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21414] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21417] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21420] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21424] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21427] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.21430] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.21433] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.21436] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.21439] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.21442] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21815] added dtor for object 01F1EAE0, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.25023] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.25033] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35280] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35286] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35289] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35292] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35295] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35298] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35301] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35303] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.35306] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.35309] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.35312] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.35315] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.35318] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.36031] added dtor for object 01F1ECA0, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.40144] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.40155] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50737] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50745] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50749] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50751] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50754] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50757] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50760] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50763] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.50766] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.50769] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.50772] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.50775] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.50778] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.50972] added dtor for object 01F34C78, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.51158] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.51169] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52012] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52019] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52022] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52024] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52027] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52030] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52035] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52039] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52041] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.52044] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.52047] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.52050] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.52053] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.52148] added dtor for object 01F62D70, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.52328] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.52336] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52984] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52990] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52992] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52995] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.52998] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.53001] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.53004] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.53006] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.53009] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.53012] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.53015] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.53018] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.53021] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.53082] added dtor for object 01F7AEC0, func 0F8F259F
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.53131] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.53136] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.53344] added dtor for object 01F0C1C8, func 0F8F27AC
dtor     D               dtor.c:184  _al_register_destructor          [   0.53353] added dtor for object 01F0C270, func 0F8F24DC
font     D                ttf.c:786  al_load_ttf_font_stretch_f       [   0.53437] Font fonts/hobbit.ttf loaded with pixel size 0 x 42.
font     D                ttf.c:788  al_load_ttf_font_stretch_f       [   0.53442]     ascent=50.0, descent=-35.0, height=86.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.53448] added dtor for object 01F7FD68, func 0F8F1B63
font     D                ttf.c:786  al_load_ttf_font_stretch_f       [   0.53502] Font fonts/arcade.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:788  al_load_ttf_font_stretch_f       [   0.53506]     ascent=14.0, descent=-4.0, height=18.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.53510] added dtor for object 01F825C8, func 0F8F1B63
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58924] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58937] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58943] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58949] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58955] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58960] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58966] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58971] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.58977] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.58983] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.58989] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.58995] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.59002] Chose bitmap format 9
font     D                ttf.c:216  alloc_glyph_region               [   0.60293] glyph 37x50 (40x52)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.60342] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.60349] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.60815] glyph 20x30 (20x32)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.60859] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.60866] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.61075] glyph 16x36 (16x36)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.61125] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.61132] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.61377] glyph 19x21 (20x24)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.61430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.61447] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.61677] glyph 21x20 (24x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.61713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.61720] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.61906] glyph 32x38 (32x40)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.61943] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.61950] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62280] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62293] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62299] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62305] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62311] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62318] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62324] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62329] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.62335] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.62341] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.62346] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.62353] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.62359] Chose bitmap format 9
font     D                ttf.c:216  alloc_glyph_region               [   0.62675] glyph 10x6 (12x8)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.62735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.62743] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.63084] glyph 7x20 (8x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.63136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.63143] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.63336] glyph 5x8 (8x8)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.63393] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.63400] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.63597] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.63641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.63648] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.63845] glyph 12x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.63889] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.63897] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.64093] glyph 9x20 (12x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.64171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.64204] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.64725] _al_d3d_sync_bitmap (system) ref count == 1
